AI_TASK,MODEL,VERSION,INPUT_TILE,PLATFORM,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY,NOTES,UPDATED BY,LAST UPDATE
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,x86-64-nuc,lne,CPU,F32,/,/,0.4,7.2,28.6,1.1,29.5,2.5,33.0,30.3,6036762.6,10.0,0.5,0.0,0.0,0.0,0.0,40.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,x86-64-nuc,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,0.7,14.9,1.3,17.0,58.9,11755183.9,10.8,0.6,0.0,0.0,0.0,0.0,48.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,x86-64-nuc,lne,CPU,F32,/,/,1.0,7.2,28.6,2.8,59.8,3.1,65.8,15.2,3033065.6,11.1,0.6,0.0,0.0,0.0,0.0,43.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,x86-64-nuc,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,1.6,26.6,6.3,34.5,29.0,5780145.0,11.5,0.6,0.0,0.0,0.0,0.0,51.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,x86-64-nuc,lne,CPU,F32,/,/,1.8,7.2,28.6,3.3,97.1,11.5,111.9,8.9,1782472.8,11.0,0.6,0.0,0.0,0.0,0.0,45.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,x86-64-nuc,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,2.0,47.9,6.6,56.6,17.7,3527445.2,11.4,0.6,0.0,0.0,0.0,0.0,51.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,x86-64-nuc,lne,CPU,F32,/,/,0.4,7.2,28.6,0.9,26.7,4.2,31.9,31.4,6258953.8,10.3,0.5,0.0,0.0,0.0,0.0,39.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,x86-64-nuc,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,0.6,11.5,16.6,28.7,34.8,6946241.1,11.2,0.6,0.0,0.0,0.0,0.0,48.2,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,x86-64-nuc,lne,CPU,F32,/,/,1.0,7.2,28.6,1.6,34.4,11.1,47.1,21.2,4236288.4,11.1,0.6,0.0,0.0,0.0,0.0,42.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,x86-64-nuc,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,2.6,43.3,60.8,106.7,9.4,1868854.6,12.1,0.7,0.0,0.0,0.0,0.0,49.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,x86-64-nuc,lne,CPU,F32,/,/,1.8,7.2,28.6,2.0,55.5,20.2,77.6,12.9,2569363.9,12.6,0.7,0.0,0.0,0.0,0.0,44.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,x86-64-nuc,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,2.3,48.5,81.4,132.3,7.6,1508342.7,11.7,0.7,0.0,0.0,0.0,0.0,48.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,x86-64-nuc,lne,CPU,F32,/,/,13.0,27.4,109.7,0.6,231.3,2.2,234.1,4.3,852107.5,11.6,0.7,0.0,0.0,0.0,0.0,48.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,x86-64-nuc,onnxruntime,CPU,F32,/,/,13.0,27.4,109.7,0.6,306.7,2.4,309.7,3.2,644108.1,12.9,0.8,0.0,0.0,0.0,0.0,51.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,240x180,x86-64-nuc,lne,CPU,F32,/,/,28.9,25.6,102.3,1.4,806.8,7.2,815.4,1.2,244655.5,12.1,0.7,0.0,0.0,0.0,0.0,50.5,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,240x180,x86-64-nuc,onnxruntime,CPU,F32,/,/,28.9,25.6,102.3,0.7,531.4,6.0,538.1,1.9,370726.9,13.4,0.8,0.0,0.0,0.0,0.0,51.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,320x180,x86-64-nuc,lne,CPU,F32,/,/,38.6,25.6,102.3,0.8,615.6,6.2,622.6,1.6,320420.0,12.6,0.7,0.0,0.0,0.0,0.0,50.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,320x180,x86-64-nuc,onnxruntime,CPU,F32,/,/,38.6,25.6,102.3,0.9,721.5,6.1,728.5,1.4,273818.0,12.5,0.7,0.0,0.0,0.0,0.0,52.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,320x240,x86-64-nuc,lne,CPU,F32,/,/,51.5,27.4,109.7,1.5,988.0,9.7,999.1,1.0,199656.9,13.9,0.8,0.0,0.0,0.0,0.0,50.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,320x240,x86-64-nuc,onnxruntime,CPU,F32,/,/,51.5,27.4,109.7,1.1,930.2,14.7,946.1,1.1,210860.0,14.3,0.9,0.0,0.0,0.0,0.0,51.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,640x480,x86-64-nuc,lne,CPU,F32,/,/,205.8,27.5,109.9,4.9,3431.3,35.3,3471.6,0.3,57462.4,21.5,1.4,0.0,0.0,0.0,0.0,51.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,640x480,x86-64-nuc,onnxruntime,CPU,F32,/,/,205.8,27.5,109.9,3.3,3220.8,26.1,3250.2,0.3,61375.6,16.3,1.0,0.0,0.0,0.0,0.0,51.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,161x129,x86-64-nuc,lne,CPU,F32,/,/,14.9,25.6,102.3,0.7,345.1,5.8,351.6,2.8,567376.0,12.4,0.7,0.0,0.0,0.0,0.0,49.4,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,161x129,x86-64-nuc,onnxruntime,CPU,F32,/,/,14.9,25.6,102.3,0.7,361.8,3.7,366.2,2.7,544677.7,13.8,0.8,0.0,0.0,0.0,0.0,51.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,321x241,x86-64-nuc,lne,CPU,F32,/,/,53.1,25.6,102.3,0.8,826.0,13.7,840.5,1.2,237340.9,14.1,0.9,0.0,0.0,0.0,0.0,50.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,321x241,x86-64-nuc,onnxruntime,CPU,F32,/,/,53.1,25.6,102.3,1.2,941.1,37.1,979.4,1.0,203684.2,14.8,0.9,0.0,0.0,0.0,0.0,51.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,321x321,x86-64-nuc,lne,CPU,F32,/,/,70.3,25.6,102.4,1.0,1086.0,18.8,1105.8,0.9,180393.0,15.1,0.9,0.0,0.0,0.0,0.0,51.1,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,321x321,x86-64-nuc,onnxruntime,CPU,F32,/,/,70.3,25.6,102.4,1.5,1113.3,44.4,1159.1,0.9,172102.9,15.0,0.9,0.0,0.0,0.0,0.0,51.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,641x481,x86-64-nuc,lne,CPU,F32,/,/,206.9,25.6,102.4,3.8,4122.9,54.3,4181.0,0.2,47712.3,21.3,1.4,0.0,0.0,0.0,0.0,51.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012,641x481,x86-64-nuc,onnxruntime,CPU,F32,/,/,206.9,25.6,102.4,4.0,3129.6,104.0,3237.6,0.3,61614.8,17.4,1.1,0.0,0.0,0.0,0.0,51.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,160x120,160x120,x86-64-nuc,lne,CPU,F32,/,/,14.5,45.2,180.9,0.6,410.6,7.8,418.9,2.4,476167.3,14.5,0.9,0.0,0.0,0.0,0.0,49.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,160x120,160x120,x86-64-nuc,onnxruntime,CPU,F32,/,/,14.5,45.2,180.9,0.6,355.1,23.3,379.0,2.6,526367.3,15.4,0.9,0.0,0.0,0.0,0.0,51.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,320x180,320x180,x86-64-nuc,lne,CPU,F32,/,/,43.9,45.2,181.0,0.8,1393.5,25.5,1419.7,0.7,140508.6,17.2,1.1,0.0,0.0,0.0,0.0,51.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,320x180,320x180,x86-64-nuc,onnxruntime,CPU,F32,/,/,43.9,45.2,181.0,0.9,1001.6,71.1,1073.5,0.9,185821.2,14.7,0.9,0.0,0.0,0.0,0.0,51.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,320x240,320x240,x86-64-nuc,lne,CPU,F32,/,/,56.6,45.2,181.0,1.4,2562.4,110.4,2674.2,0.4,74597.2,18.6,1.3,0.0,0.0,0.0,0.0,51.2,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,320x240,320x240,x86-64-nuc,onnxruntime,CPU,F32,/,/,56.6,45.2,181.0,1.1,1246.5,142.6,1390.2,0.7,143493.7,15.7,1.0,0.0,0.0,0.0,0.0,51.4,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,640x480,640x480,x86-64-nuc,lne,CPU,F32,/,/,226.5,45.3,181.0,3.4,6868.9,356.0,7228.3,0.1,27597.9,34.6,2.8,0.0,0.0,0.0,0.0,51.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-sk30,640x480,640x480,x86-64-nuc,onnxruntime,CPU,F32,/,/,226.5,45.3,181.0,3.1,4094.1,406.3,4503.5,0.2,44295.2,17.9,1.6,0.0,0.0,0.0,0.0,51.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-v2k16,240x180,240x180,x86-64-nuc,lne,CPU,F32,/,/,11.8,20.5,82.1,0.5,339.1,34.1,373.7,2.7,533762.8,14.1,0.9,0.0,0.0,0.0,0.0,49.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-v2k16,240x180,240x180,x86-64-nuc,onnxruntime,CPU,F32,/,/,11.8,20.5,82.1,0.7,334.0,54.9,389.6,2.6,512019.7,13.7,0.8,0.0,0.0,0.0,0.0,51.5,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-v2k16,320x180,320x180,x86-64-nuc,lne,CPU,F32,/,/,15.8,20.5,82.1,0.7,467.6,22.7,491.0,2.0,406268.0,15.7,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-v2k16,320x180,320x180,x86-64-nuc,onnxruntime,CPU,F32,/,/,15.8,20.5,82.1,0.9,449.0,68.9,518.8,1.9,384512.5,13.4,0.8,0.0,0.0,0.0,0.0,51.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-v2k16,320x240,320x240,x86-64-nuc,lne,CPU,F32,/,/,20.2,20.5,82.1,1.0,717.9,96.1,814.9,1.2,244785.9,14.6,1.0,0.0,0.0,0.0,0.0,50.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf-shufflenet-v2k16,320x240,320x240,x86-64-nuc,onnxruntime,CPU,F32,/,/,20.2,20.5,82.1,1.2,566.3,147.4,714.8,1.4,279075.7,14.1,0.9,0.0,0.0,0.0,0.0,50.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
coco,incar-object-detection-nanodet,5x,320x320,x86-64-nuc,lne,CPU,F32,/,/,1.8,2.5,9.8,2.6,116.9,0.0,119.5,8.4,1668715.1,12.4,0.7,0.0,0.0,0.0,0.0,46.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
coco,incar-object-detection-nanodet,5x,320x320,x86-64-nuc,onnxruntime,CPU,F32,/,/,1.8,2.5,9.8,1.4,95.3,0.0,96.8,10.3,2060773.5,10.9,0.6,0.0,0.0,0.0,0.0,51.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
coco,incar-object-detection-nanodet,m,320x320,x86-64-nuc,lne,CPU,F32,/,/,0.9,1.2,4.7,2.6,80.0,0.0,82.7,12.1,2412592.0,11.5,0.6,0.0,0.0,0.0,0.0,44.5,0.0,0.0,-263.2,0.0,0.0,0.0,,,
coco,incar-object-detection-nanodet,m,320x320,x86-64-nuc,onnxruntime,CPU,F32,/,/,0.9,1.2,4.7,2.0,113.3,0.0,115.4,8.7,1729161.1,10.0,0.5,0.0,0.0,0.0,0.0,51.1,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x320,x86-64-nuc,lne,CPU,F32,AP-medium,43.8,0.3,0.2,0.9,2.5,24.2,1.9,28.7,34.9,6953674.6,11.3,0.6,0.0,0.0,0.0,0.0,39.5,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x320,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,43.8,0.3,0.2,0.9,3.3,39.8,3.7,46.8,21.4,4266077.9,10.0,0.5,0.0,0.0,0.0,0.0,52.1,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x185,x86-64-nuc,lne,CPU,F32,AP-medium,31.9,0.2,0.2,0.9,1.2,14.8,0.8,16.8,59.4,11846711.6,10.9,0.6,0.0,0.0,0.0,0.0,36.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x185,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,31.9,0.2,0.2,0.9,0.9,12.0,1.0,13.9,72.0,14369498.9,11.0,0.6,0.0,0.0,0.0,0.0,47.5,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x250,x86-64-nuc,lne,CPU,F32,AP-medium,41.7,0.3,0.2,0.9,1.6,19.9,1.2,22.7,44.0,8782271.8,11.1,0.6,0.0,0.0,0.0,0.0,38.2,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x250,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,41.7,0.3,0.2,0.9,1.2,15.0,2.7,18.8,53.1,10585336.2,10.7,0.6,0.0,0.0,0.0,0.0,47.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x640,x86-64-nuc,lne,CPU,F32,AP-medium,73.9,1.3,0.2,0.9,6.4,95.2,7.2,108.8,9.2,1833158.5,13.8,0.8,0.0,0.0,0.0,0.0,46.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x640,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,73.9,1.3,0.2,0.9,10.3,98.8,20.9,130.1,7.7,1533863.7,10.9,0.6,0.0,0.0,0.0,0.0,51.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x380,x86-64-nuc,lne,CPU,F32,AP-medium,67.2,0.8,0.2,0.9,3.5,58.5,3.1,65.1,15.4,3064907.2,11.6,0.7,0.0,0.0,0.0,0.0,43.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x380,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,67.2,0.8,0.2,0.9,5.7,44.8,16.5,67.0,14.9,2977046.8,9.9,0.5,0.0,0.0,0.0,0.0,51.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x480,x86-64-nuc,lne,CPU,F32,AP-medium,72.3,1.0,0.2,0.9,5.4,73.0,5.7,84.0,11.9,2373587.4,11.6,0.7,0.0,0.0,0.0,0.0,45.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x480,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,72.3,1.0,0.2,0.9,5.5,65.7,8.3,79.5,12.6,2510646.2,10.1,0.5,0.0,0.0,0.0,0.0,51.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x320,x86-64-nuc,lne,CPU,F32,AP-medium,53.4,0.5,0.4,1.7,2.5,32.9,1.9,37.3,26.8,5348586.5,11.0,0.6,0.0,0.0,0.0,0.0,40.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x320,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,53.4,0.5,0.4,1.7,1.5,32.7,2.5,36.7,27.2,5434308.8,10.1,0.5,0.0,0.0,0.0,0.0,52.1,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x185,x86-64-nuc,lne,CPU,F32,AP-medium,42.2,0.3,0.4,1.7,1.2,19.3,0.9,21.4,46.7,9324508.9,11.6,0.6,0.0,0.0,0.0,0.0,38.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x185,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,42.2,0.3,0.4,1.7,0.9,17.6,1.9,20.4,48.9,9764441.4,11.0,0.6,0.0,0.0,0.0,0.0,48.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x250,x86-64-nuc,lne,CPU,F32,AP-medium,51.9,0.4,0.4,1.7,1.6,25.6,1.1,28.2,35.4,7062315.9,11.8,0.7,0.0,0.0,0.0,0.0,39.4,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x250,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,51.9,0.4,0.4,1.7,1.2,26.0,1.3,28.4,35.2,7020014.0,11.7,0.7,0.0,0.0,0.0,0.0,52.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x640,x86-64-nuc,lne,CPU,F32,AP-medium,79.9,2.1,0.4,1.7,9.8,212.2,11.9,233.9,4.3,852842.6,12.7,0.7,0.0,0.0,0.0,0.0,48.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x640,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,79.9,2.1,0.4,1.7,7.4,122.5,13.8,143.7,7.0,1387809.5,10.9,0.6,0.0,0.0,0.0,0.0,51.4,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x380,x86-64-nuc,lne,CPU,F32,AP-medium,75.0,1.3,0.4,1.7,4.2,113.6,4.5,122.3,8.2,1630853.1,11.8,0.7,0.0,0.0,0.0,0.0,46.1,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x380,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,75.0,1.3,0.4,1.7,5.8,71.0,8.8,85.6,11.7,2330228.3,11.7,0.7,0.0,0.0,0.0,0.0,51.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x480,x86-64-nuc,lne,CPU,F32,AP-medium,78.7,1.6,0.4,1.7,5.0,93.7,5.6,104.3,9.6,1912372.3,13.9,0.8,0.0,0.0,0.0,0.0,45.4,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x480,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,78.7,1.6,0.4,1.7,7.3,90.0,8.4,105.6,9.5,1888189.2,11.0,0.6,0.0,0.0,0.0,0.0,52.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x320,x86-64-nuc,lne,CPU,F32,AP-medium,61.9,0.9,0.7,2.9,2.7,59.3,2.0,63.9,15.7,3122454.5,11.4,0.6,0.0,0.0,0.0,0.0,43.3,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x320,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,61.9,0.9,0.7,2.9,1.9,82.6,4.6,89.1,11.2,2238385.7,11.4,0.6,0.0,0.0,0.0,0.0,51.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x185,x86-64-nuc,lne,CPU,F32,AP-medium,50.5,0.6,0.7,2.9,1.2,33.3,0.9,35.4,28.3,5638635.5,11.5,0.6,0.0,0.0,0.0,0.0,40.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x185,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,50.5,0.6,0.7,2.9,1.2,49.6,1.8,52.6,19.0,3791537.6,11.4,0.6,0.0,0.0,0.0,0.0,51.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x250,x86-64-nuc,lne,CPU,F32,AP-medium,60.3,0.7,0.7,2.9,2.0,62.8,1.6,66.3,15.1,3007009.8,12.1,0.7,0.0,0.0,0.0,0.0,43.4,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x250,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,60.3,0.7,0.7,2.9,1.2,34.8,3.4,39.5,25.3,5055762.0,11.8,0.7,0.0,0.0,0.0,0.0,51.9,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x640,x86-64-nuc,lne,CPU,F32,AP-medium,84.0,3.7,0.7,2.9,5.6,198.1,7.2,210.9,4.7,945762.8,14.5,0.9,0.0,0.0,0.0,0.0,48.2,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x640,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,84.0,3.7,0.7,2.9,9.7,193.4,16.2,219.3,4.6,909589.2,11.7,0.7,0.0,0.0,0.0,0.0,51.7,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x380,x86-64-nuc,lne,CPU,F32,AP-medium,79.7,2.2,0.7,2.9,2.9,124.1,2.9,129.8,7.7,1536386.2,13.0,0.8,0.0,0.0,0.0,0.0,46.6,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x380,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,79.7,2.2,0.7,2.9,3.5,118.4,4.0,125.9,7.9,1584340.7,11.3,0.6,0.0,0.0,0.0,0.0,52.1,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x480,x86-64-nuc,lne,CPU,F32,AP-medium,82.9,2.8,0.7,2.9,4.8,155.8,5.6,166.3,6.0,1199596.1,12.9,0.8,0.0,0.0,0.0,0.0,47.4,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x480,x86-64-nuc,onnxruntime,CPU,F32,AP-medium,82.9,2.8,0.7,2.9,7.3,140.1,12.5,160.0,6.3,1246995.9,11.2,0.6,0.0,0.0,0.0,0.0,51.8,0.0,0.0,-263.2,0.0,0.0,0.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x320,x86-64-nuc,lne,CPU,F32,AP-medium,64.0,1.7,1.4,5.7,2.6,82.9,1.8,87.4,11.4,2283539.1,12.2,0.7,0.0,0.0,0.0,0.0,45.0,0.0,0.0,-263.2,0.0,0.0,0.0,,,
