AI_TASK,MODEL,VERSION,INPUT_TILE,PLATFORM,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY,NOTES,UPDATED BY,LAST UPDATE
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,jetson-nano2,lne,GPU/CPU,F32,AP-medium,66.5,2.3,2.5,10.0,5.7,124.4,4.2,134.3,7.4,50649.8,39.0,1.6,38.7,1.5,8.3,10.0,61.2,18.2,0.0,35.5,24.0,4.3,2.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,jetson-nano2,tensorrt,GPU,F16,AP-medium,66.5,2.3,2.5,5.0,5.7,22.7,5.5,33.9,29.5,200649.9,48.1,2.1,46.0,1.9,9.0,10.0,55.8,20.2,0.0,38.2,26.2,4.2,8.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,jetson-nano2,tensorrt,GPU,F32,AP-medium,66.5,2.3,2.5,10.0,5.7,25.5,5.5,36.7,27.2,185341.4,48.1,2.1,46.0,1.9,10.6,12.0,53.6,5.7,0.0,38.6,26.0,4.2,7.4,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,jetson-nano2,ncnn,GPU,F16,AP-medium,66.5,2.3,2.5,5.0,5.7,50.1,7.4,63.2,15.8,107607.1,23.5,1.1,23.1,0.9,5.9,7.0,48.7,44.5,0.0,37.5,25.6,4.5,4.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,jetson-nano2,ncnn,GPU,F32,AP-medium,66.5,2.3,2.5,10.0,5.9,50.1,7.4,63.4,15.8,107228.3,24.2,1.1,23.8,0.9,5.7,7.0,48.6,40.5,0.0,37.6,25.9,4.5,4.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,jetson-nano2,onnxruntime,CPU,F32,AP-medium,66.5,2.3,2.5,10.0,5.8,643.0,5.5,654.3,1.5,10397.8,18.4,1.0,18.3,0.7,2.0,4.0,63.3,0.0,0.0,36.0,24.4,3.7,0.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,lne,CPU,F32,AP-medium,87.3,11.4,2.5,10.0,25.2,1305.9,18.5,1349.6,0.7,5040.9,24.6,0.6,24.6,1.0,5.5,6.0,64.1,0.0,0.0,39.9,28.1,4.0,1.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,onnxruntime,CPU,F32,AP-medium,87.3,11.4,2.5,10.0,36.8,2740.1,42.8,2819.7,0.4,2412.6,22.5,0.5,22.5,0.9,2.9,3.0,63.5,0.0,0.0,41.2,29.3,3.8,0.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,lne,GPU/CPU,F32,AP-medium,87.3,11.4,2.5,10.0,25.2,422.3,19.3,466.8,2.1,14573.3,41.2,1.7,41.1,1.6,15.7,18.0,59.1,29.3,0.0,37.6,25.7,4.8,2.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,tensorrt,GPU,F16,AP-medium,87.3,11.4,2.5,5.0,25.1,86.2,24.1,135.4,7.4,50238.1,46.3,2.1,45.4,1.8,17.4,19.0,52.4,41.7,0.0,40.5,28.1,5.2,8.2,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,tensorrt,GPU,F32,AP-medium,87.3,11.4,2.5,10.0,25.2,110.6,23.9,159.7,6.3,42592.3,46.7,2.0,45.9,1.8,21.7,24.0,50.3,48.9,0.0,41.4,28.7,5.7,6.3,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,ncnn,GPU,F16,AP-medium,87.3,11.4,2.5,5.0,25.0,230.6,30.4,285.9,3.5,23795.8,30.5,1.4,30.3,1.2,10.5,11.0,45.3,68.4,0.0,41.3,28.9,5.4,3.7,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,ncnn,GPU,F32,AP-medium,87.3,11.4,2.5,10.0,24.8,230.4,30.1,285.3,3.5,23846.1,30.8,1.4,30.6,1.2,10.5,11.0,45.3,66.4,0.0,41.2,28.9,5.5,3.7,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,jetson-nano2,onnxruntime,CPU,F32,AP-medium,87.3,11.4,2.5,10.0,36.7,2744.6,43.7,2825.0,0.4,2408.2,18.5,1.0,18.5,0.7,2.9,6.0,63.6,0.0,0.0,38.2,26.8,3.8,0.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,lne,CPU,F32,AP-medium,83.3,6.8,2.5,10.0,15.9,785.1,11.9,812.9,1.2,8369.2,23.7,0.6,23.7,0.9,5.0,5.0,63.7,0.0,0.0,39.3,27.6,4.0,1.1,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,onnxruntime,CPU,F32,AP-medium,83.3,6.8,2.5,10.0,16.0,1699.6,23.8,1739.3,0.6,3911.3,22.5,0.5,22.5,0.9,2.5,3.0,63.5,0.0,0.0,39.9,28.2,3.8,0.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,lne,GPU/CPU,F32,AP-medium,83.3,6.8,2.5,10.0,16.4,253.6,11.9,281.9,3.5,24132.3,41.0,1.6,40.8,1.6,14.2,16.0,59.6,26.0,0.0,37.0,25.2,4.7,2.6,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,tensorrt,GPU,F16,AP-medium,83.3,6.8,2.5,5.0,16.1,53.1,15.3,84.5,11.8,80543.8,45.3,2.0,44.1,1.8,14.8,16.0,54.2,37.9,0.0,40.1,27.5,4.9,8.2,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,tensorrt,GPU,F32,AP-medium,83.3,6.8,2.5,10.0,15.9,69.0,15.2,100.1,10.0,67950.5,47.0,2.0,45.9,1.8,18.4,20.0,51.7,44.1,0.0,40.6,27.7,5.3,6.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,ncnn,GPU,F16,AP-medium,83.3,6.8,2.5,5.0,15.9,140.2,19.4,175.4,5.7,38776.5,27.7,1.2,27.4,1.1,9.3,10.0,46.3,56.5,0.0,40.0,27.9,5.2,3.8,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,ncnn,GPU,F32,AP-medium,83.3,6.8,2.5,10.0,15.8,140.4,19.5,175.7,5.7,38723.1,28.3,1.2,28.0,1.1,9.3,10.0,46.0,54.8,0.0,40.3,27.8,5.1,3.8,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,jetson-nano2,onnxruntime,CPU,F32,AP-medium,83.3,6.8,2.5,10.0,15.4,1698.8,23.1,1737.3,0.6,3915.8,19.2,1.0,19.2,0.7,2.5,6.0,63.5,0.0,0.0,37.6,26.0,3.8,0.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,lne,CPU,F32,AP-medium,86.2,8.6,2.5,10.0,19.4,996.7,14.0,1030.1,1.0,6604.5,24.1,0.6,24.1,0.9,5.0,6.0,63.9,0.0,0.0,39.4,27.5,4.0,1.0,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,onnxruntime,CPU,F32,AP-medium,86.2,8.6,2.5,10.0,19.3,2098.9,27.0,2145.3,0.5,3171.2,23.0,0.5,22.9,0.9,2.7,3.0,63.5,0.0,0.0,40.3,28.4,3.8,0.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,lne,GPU/CPU,F32,AP-medium,86.2,8.6,2.5,10.0,19.6,318.4,14.6,352.5,2.8,19299.6,40.4,1.7,40.3,1.6,14.7,17.0,59.3,26.8,0.0,38.0,26.0,4.8,2.5,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,tensorrt,GPU,F16,AP-medium,86.2,8.6,2.5,5.0,19.4,62.9,18.3,100.5,9.9,67671.7,45.7,2.0,44.6,1.8,15.6,17.0,53.3,43.8,0.0,40.4,27.8,5.1,8.4,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,tensorrt,GPU,F32,AP-medium,86.2,8.6,2.5,10.0,19.7,84.5,17.7,121.9,8.2,55801.7,46.0,2.0,45.1,1.8,19.8,22.0,51.0,28.2,0.0,41.3,28.5,5.1,6.9,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,ncnn,GPU,F16,AP-medium,86.2,8.6,2.5,5.0,19.3,175.0,23.1,217.4,4.6,31294.1,27.6,1.3,27.4,1.1,9.6,11.0,45.6,65.4,0.0,41.0,28.7,5.3,3.7,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,ncnn,GPU,F32,AP-medium,86.2,8.6,2.5,10.0,19.4,174.7,23.2,217.3,4.6,31304.7,28.5,1.3,28.2,1.1,9.6,11.0,45.6,68.2,0.0,41.3,29.0,5.4,3.7,,,
face-landmarks-detection,face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,jetson-nano2,onnxruntime,CPU,F32,AP-medium,86.2,8.6,2.5,10.0,19.2,2116.8,28.1,2164.1,0.5,3143.6,18.0,1.0,18.0,0.7,2.7,6.0,63.6,0.0,0.0,38.4,26.8,3.8,0.5,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,lne,CPU,F32,/,/,17.4,24.4,97.4,11.6,1472.5,1.4,1485.4,0.7,4579.8,30.2,0.8,30.2,1.2,4.0,5.0,63.9,0.0,0.0,39.0,27.1,4.1,1.4,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,onnxruntime,CPU,F32,/,/,17.4,24.4,97.4,11.4,3155.5,2.4,3169.3,0.3,2146.5,25.2,0.6,25.2,1.0,2.2,3.0,63.7,0.0,0.0,39.9,28.1,3.8,0.7,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,lne,GPU/CPU,F32,/,/,17.4,24.4,97.4,11.6,347.8,1.4,360.8,2.8,18857.6,46.0,1.8,45.7,1.8,20.0,23.0,57.5,42.4,0.0,38.5,26.7,5.5,4.4,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,tensorrt,GPU,F16,/,/,17.4,24.4,48.7,11.8,59.4,3.0,74.1,13.5,91831.7,50.3,2.1,48.7,2.0,16.0,18.0,50.0,52.7,0.0,40.3,27.9,5.5,21.2,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,tensorrt,GPU,F32,/,/,17.4,24.4,97.4,11.6,104.1,2.9,118.7,8.4,57333.2,53.6,2.1,52.5,2.1,22.7,25.0,47.4,71.8,0.0,41.8,29.1,6.7,10.9,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,ncnn,GPU,F16,/,/,17.4,24.4,48.7,11.5,232.4,10.9,254.8,3.9,26699.7,40.5,1.6,40.0,1.6,12.3,13.0,42.6,75.2,0.0,41.5,29.1,6.0,5.7,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,ncnn,GPU,F32,/,/,17.4,24.4,97.4,11.7,232.1,7.3,251.1,4.0,27093.7,41.6,1.7,41.2,1.6,12.3,13.0,42.6,71.4,0.0,41.6,29.2,6.0,5.8,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,320x320,jetson-nano2,onnxruntime,CPU,F32,/,/,17.4,24.4,97.4,11.4,3152.0,2.7,3166.1,0.3,2148.7,20.6,1.1,20.6,0.8,2.2,8.0,63.8,0.0,0.0,37.9,26.7,3.8,0.7,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,lne,CPU,F32,/,/,81.4,28.5,114.1,42.2,7226.1,5.1,7273.4,0.1,935.3,35.7,1.0,35.7,1.4,4.1,6.0,64.2,0.0,0.0,41.0,28.9,4.1,1.4,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,onnxruntime,CPU,F32,/,/,81.4,28.5,114.1,42.6,11935.9,6.5,11985.1,0.1,567.6,28.4,0.7,28.4,1.1,3.0,4.0,64.0,0.0,0.0,41.2,29.3,4.0,0.9,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,lne,GPU/CPU,F32,/,/,81.4,28.5,114.1,42.9,1385.3,5.1,1433.4,0.7,4746.2,51.3,1.9,51.3,2.0,22.5,25.0,56.1,45.7,0.0,40.8,28.5,5.8,4.9,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,tensorrt,GPU,F16,/,/,81.4,28.5,57.1,43.1,271.7,10.5,325.2,3.1,20916.5,53.7,2.1,53.1,2.1,25.8,28.0,45.7,68.0,0.0,44.7,30.8,6.6,18.9,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,tensorrt,GPU,F32,/,/,81.4,28.5,114.1,43.3,461.8,10.7,515.8,1.9,13189.6,60.3,2.2,59.9,2.3,32.0,34.0,43.5,82.0,0.0,47.6,33.2,7.5,10.6,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,ncnn,GPU,F16,/,/,81.4,28.5,57.1,43.3,1257.3,70.1,1370.7,0.7,4963.2,58.9,2.6,58.8,2.5,12.3,13.0,40.5,90.0,0.0,47.4,34.1,6.4,4.6,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,ncnn,GPU,F32,/,/,81.4,28.5,114.1,43.0,1257.1,70.2,1370.3,0.7,4964.4,60.3,2.6,60.2,2.6,12.3,14.0,40.5,89.7,0.0,45.8,32.6,6.4,4.7,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x640,jetson-nano2,onnxruntime,CPU,F32,/,/,81.4,28.5,114.1,42.3,11955.9,6.7,12004.9,0.1,566.7,23.5,1.2,23.5,0.9,3.0,8.0,64.1,0.0,0.0,39.9,28.4,3.9,0.9,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,lne,CPU,F32,/,/,52.0,24.4,97.4,32.4,4317.7,3.8,4353.9,0.2,1562.5,35.8,1.0,35.8,1.4,4.2,8.0,64.2,0.0,0.0,40.4,28.6,4.1,1.4,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,onnxruntime,CPU,F32,/,/,52.0,24.4,97.4,32.5,7722.7,12.2,7767.3,0.1,875.9,27.1,0.7,27.1,1.1,3.0,4.0,64.0,0.0,0.0,40.9,29.1,3.9,0.9,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,lne,GPU/CPU,F32,/,/,52.0,24.4,97.4,32.7,691.2,3.8,727.8,1.4,9347.8,50.1,1.9,49.9,2.0,26.7,29.0,54.8,51.0,0.0,40.9,28.5,5.9,6.1,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,tensorrt,GPU,F16,/,/,52.0,24.4,48.7,32.7,150.8,8.1,191.6,5.2,35504.0,53.7,2.2,52.9,2.1,22.2,24.0,47.6,61.8,0.0,43.0,29.8,6.2,22.0,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,tensorrt,GPU,F32,/,/,52.0,24.4,97.4,33.0,272.7,7.9,313.5,3.2,21698.5,57.6,2.1,56.9,2.2,30.8,33.0,44.7,71.5,0.0,45.9,31.9,7.0,11.8,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,ncnn,GPU,F16,/,/,52.0,24.4,48.7,32.7,659.7,18.2,710.6,1.4,9573.0,53.9,2.2,53.7,2.1,14.7,16.0,41.7,84.4,0.0,45.3,32.7,6.5,5.6,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,ncnn,GPU,F32,/,/,52.0,24.4,97.4,32.9,659.7,17.9,710.6,1.4,9574.0,54.9,2.2,54.8,2.1,14.7,16.0,41.5,77.9,0.0,44.5,31.8,6.4,5.7,,,
incar-object-detection,incar-object-detection-nanodet,resnet50,640x480,jetson-nano2,onnxruntime,CPU,F32,/,/,52.0,24.4,97.4,32.2,7730.7,12.4,7775.3,0.1,874.9,21.6,1.1,21.6,0.8,3.0,10.0,64.1,0.0,0.0,39.9,28.5,3.9,0.9,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,lne,CPU,F32,/,/,0.4,1.0,4.0,1.7,82.7,0.0,84.4,11.9,80636.6,22.4,0.5,22.2,0.9,2.9,3.0,61.6,0.0,0.0,34.4,23.0,3.7,0.7,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,1.0,4.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,lne,GPU/CPU,F32,/,/,0.4,1.0,4.0,1.6,62.4,0.0,64.0,15.6,106260.5,37.7,1.6,37.3,1.5,6.1,7.0,61.4,9.6,0.0,34.4,23.7,3.9,0.9,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,tensorrt,GPU,F16,/,/,0.4,1.0,2.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,tensorrt,GPU,F32,/,/,0.4,1.0,4.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,ncnn,GPU,F16,/,/,0.4,1.0,2.0,1.6,9.0,0.2,10.9,91.8,624807.1,19.9,1.0,19.2,0.8,4.0,5.0,54.7,24.1,0.0,34.4,23.5,3.8,5.3,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,ncnn,GPU,F32,/,/,0.4,1.0,4.0,1.7,9.0,0.2,10.9,91.5,622745.3,19.9,1.0,19.2,0.8,4.0,5.0,55.1,6.6,0.0,34.5,23.9,3.9,5.2,,,
face-recognition,face-recognition-insightsface-mobilefacenet,mxnet,112x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,1.0,4.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,lne,CPU,F32,/,/,0.1,0.3,1.1,1.7,13.3,0.0,14.9,66.9,455193.9,21.9,0.5,21.6,0.8,2.6,3.0,58.2,0.0,0.0,33.9,22.9,3.3,0.8,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.1,0.3,1.1,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,lne,GPU/CPU,F32,/,/,0.1,0.3,1.1,1.6,15.0,0.0,16.7,59.9,407771.6,38.5,1.6,37.8,1.6,3.9,4.0,60.9,3.1,0.0,34.3,23.2,3.5,0.7,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,tensorrt,GPU,F16,/,/,0.1,0.3,0.5,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,tensorrt,GPU,F32,/,/,0.1,0.3,1.1,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,ncnn,GPU,F16,/,/,0.1,0.3,0.5,1.6,3.0,0.2,4.8,207.2,1409314.4,22.5,0.9,21.6,0.9,2.9,3.0,56.7,1.6,0.0,34.3,23.5,3.3,2.6,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,ncnn,GPU,F32,/,/,0.1,0.3,1.1,1.6,2.9,0.2,4.7,213.9,1455352.2,22.4,0.9,21.6,0.9,2.9,3.0,56.1,3.4,0.0,34.5,23.3,3.4,2.6,,,
age-gender-estimation,age-gender-insightface,mobilenet_0_25x,112x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.1,0.3,1.1,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,lne,CPU,F32,/,/,0.4,2.7,10.8,2.5,22.1,0.0,24.6,40.6,276043.3,22.3,0.5,22.0,0.9,3.8,4.0,59.9,0.0,0.0,34.4,23.0,3.5,2.1,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,2.7,10.8,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,lne,GPU/CPU,F32,/,/,0.4,2.7,10.8,2.4,13.0,0.0,15.5,64.7,440209.9,40.5,1.7,39.7,1.6,4.8,6.0,61.2,5.6,0.0,32.3,21.5,3.6,3.3,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,tensorrt,GPU,F16,/,/,0.4,2.7,5.4,2.4,2.7,0.3,5.4,185.8,1264237.3,50.7,2.1,46.1,2.0,4.1,5.0,58.9,2.4,0.0,32.6,21.8,3.4,10.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,tensorrt,GPU,F32,/,/,0.4,2.7,10.8,2.4,5.1,0.4,8.0,125.8,855536.0,51.6,2.1,47.4,2.0,5.8,7.0,58.4,3.4,0.0,32.3,21.5,3.5,6.4,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,ncnn,GPU,F16,/,/,0.4,2.7,5.4,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,ncnn,GPU,F32,/,/,0.4,2.7,10.8,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,default_onnx,96x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,2.7,10.8,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,lne,CPU,F32,/,/,0.2,0.1,0.6,2.8,26.1,0.0,28.8,34.7,235835.8,22.5,0.5,22.3,0.9,3.8,4.0,61.2,0.0,0.0,34.7,23.1,3.5,1.1,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.2,0.1,0.6,2.9,82.0,0.0,84.9,11.8,80100.3,21.9,0.5,21.8,0.9,2.0,2.0,64.4,0.0,0.0,35.1,23.5,3.6,0.4,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,lne,GPU/CPU,F32,/,/,0.2,0.1,0.6,2.4,18.0,0.0,20.4,48.9,332849.4,40.1,1.7,39.3,1.6,4.5,5.0,61.1,5.2,0.0,31.9,21.4,3.6,1.5,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,tensorrt,GPU,F16,/,/,0.2,0.1,0.3,2.4,3.1,0.3,5.9,170.6,1160422.5,50.5,2.0,45.8,2.0,3.4,4.0,60.7,0.0,0.0,32.7,21.5,3.4,5.6,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,tensorrt,GPU,F32,/,/,0.2,0.1,0.6,2.4,3.6,0.3,6.3,158.0,1074565.7,50.3,2.0,45.7,1.9,4.0,5.0,60.1,7.9,0.0,32.3,21.5,3.5,5.0,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,ncnn,GPU,F16,/,/,0.2,0.1,0.3,2.5,5.5,0.2,8.1,122.7,835022.1,24.2,1.0,23.5,0.9,2.9,3.0,57.5,6.8,0.0,32.3,21.6,3.6,3.8,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,ncnn,GPU,F32,/,/,0.2,0.1,0.6,2.4,5.3,0.2,7.9,126.6,861154.5,23.8,1.0,23.1,0.9,2.8,3.0,57.3,7.1,0.0,32.4,21.8,3.6,3.9,,,
emotion-classification,emotion-classic-light-112x96,moonshine_onnx,96x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.2,0.1,0.6,2.8,80.1,0.0,82.9,12.1,82081.8,21.1,0.9,20.9,0.8,2.0,3.0,64.0,0.0,0.0,32.2,21.4,3.5,0.4,,,
emotion-classification,emotion-classic-light-112x96,student_g1,96x112,jetson-nano2,lne,CPU,F32,/,/,0.6,0.4,1.6,2.6,34.3,0.0,36.9,27.1,184388.3,22.5,0.5,22.3,0.9,3.7,4.0,61.4,0.0,0.0,36.1,24.8,3.6,2.3,,,
emotion-classification,emotion-classic-light-112x96,student_g1,96x112,jetson-nano2,onnxruntime,CPU,F32,/,/,0.6,0.4,1.6,2.8,150.2,0.0,153.1,6.5,44432.5,22.4,0.5,22.3,0.9,2.0,2.0,64.0,0.0,0.0,36.7,25.0,3.6,0.5,,,
emotion-classification,emotion-classic-light-112x96,student_g1,96x112,jetson-nano2,lne,GPU/CPU,F32,/,/,0.6,0.4,1.6,2.4,20.7,0.0,23.2,43.1,293410.2,38.5,1.6,37.8,1.6,4.9,6.0,60.9,6.1,0.0,33.4,22.2,3.6,3.6,,,
